pk,user_fk,status,purchase_amount,tax_amount,total_amount,created_at,updated_at
18024,1999,cancelled,1085.33,67.83,1153.16,2021-03-31 6:17:46,2021-04-09 06:20:05 UTC
18025,6274,complete,1499.17,93.70,1592.87,2021-06-23 4:08:36,2021-07-04 12:48:07 UTC
18026,8258,complete,2517.08,157.32,2674.40,2021-01-17 11:38:38,2021-01-25 07:01:55 UTC
18027,605,complete,106.92,6.68,113.60,2022-01-12 22:14:31,2022-01-17 05:46:17 UTC
18028,1043,complete,627.05,39.19,666.24,2021-02-12 5:13:01,2021-02-23 11:42:35 UTC
18029,6312,complete,556.90,34.81,591.71,2021-11-09 12:19:23,2021-11-14 23:28:20 UTC
18030,11912,complete,2461.15,153.82,2614.97,2021-04-17 10:29:39,2021-05-01 13:07:01 UTC
18031,3955,complete,1054.96,65.94,1120.90,2021-12-23 4:02:18,2021-12-26 21:46:02 UTC
18033,8695,complete,1303.15,81.45,1384.60,2021-05-29 3:13:44,2021-06-08 18:33:16 UTC
18034,3816,complete,1103.52,68.97,1172.49,2021-08-16 21:18:43,2021-08-30 16:07:41 UTC
18035,6741,pending,961.10,60.07,1021.17,2022-02-19 4:09:25,2022-02-26 05:17:40 UTC
18036,8374,complete,1531.04,95.69,1626.73,2021-09-08 0:19:23,2021-09-15 05:04:40 UTC
18038,11270,complete,688.24,43.02,731.26,2021-12-30 23:07:22,2022-01-12 07:31:08 UTC
18039,7214,complete,112.32,7.02,119.34,2021-10-23 11:08:23,2021-10-26 22:56:14 UTC
18041,11424,complete,605.50,37.84,643.34,2021-04-13 14:54:02,2021-04-20 07:40:27 UTC
18042,12696,complete,1153.08,72.07,1225.15,2021-09-16 5:42:19,2021-09-24 15:46:02 UTC
18043,3444,complete,242.16,15.14,257.30,2021-10-31 20:44:52,2021-11-05 14:18:19 UTC
18044,5399,complete,2009.66,125.60,2135.26,2021-12-11 3:15:36,2021-12-19 07:46:56 UTC
18045,13220,complete,930.70,58.17,988.87,2021-12-01 13:41:00,2021-12-14 06:33:54 UTC
18046,3185,complete,852.93,53.31,906.24,2021-06-27 2:50:40,2021-07-09 13:08:08 UTC
18047,7024,complete,899.08,56.19,955.27,2021-04-27 6:43:05,2021-05-01 08:23:31 UTC
18048,1426,pending,763.64,47.73,811.37,2021-06-06 16:28:47,2021-06-13 18:01:27 UTC
18049,2713,complete,2682.24,167.64,2849.88,2021-09-16 1:55:04,2021-09-23 02:42:14 UTC
18050,5683,complete,1376.09,86.01,1462.10,2021-09-20 7:45:57,2021-09-24 15:15:10 UTC
18051,12815,complete,417.15,26.07,443.22,2021-11-30 23:39:42,2021-12-09 11:59:29 UTC
18052,8338,complete,404.45,25.28,429.73,2021-07-19 13:29:27,2021-08-02 15:52:31 UTC
18053,10818,complete,1279.34,79.96,1359.30,2021-08-07 19:48:59,2021-08-14 23:24:41 UTC
18054,8264,complete,700.35,43.77,744.12,2021-11-26 12:53:06,2021-12-01 05:15:51 UTC
18055,9234,pending,1644.56,102.79,1747.35,2021-08-07 7:04:23,2021-08-18 13:35:56 UTC
18056,10559,complete,886.70,55.42,942.12,2021-03-21 9:13:50,2021-03-24 14:01:52 UTC
18057,12030,complete,1813.40,113.34,1926.74,2021-01-14 3:30:07,2021-01-21 18:38:56 UTC
18059,5572,complete,1503.02,93.94,1596.96,2021-06-20 8:47:30,2021-07-02 06:06:07 UTC
18060,11040,complete,933.78,58.36,992.14,2021-07-16 5:28:47,2021-07-23 01:25:45 UTC
18061,3030,complete,300.21,18.76,318.97,2021-10-17 13:47:38,2021-10-28 23:11:19 UTC
18062,1021,complete,1235.68,77.23,1312.91,2021-04-10 2:21:18,2021-04-17 13:52:59 UTC
18063,3298,complete,965.16,60.32,1025.48,2021-09-13 0:02:25,2021-09-25 02:19:39 UTC
18064,8125,complete,894.42,55.90,950.32,2021-05-09 22:07:28,2021-05-22 11:27:51 UTC
18065,7470,pending,997.23,62.33,1059.56,2021-02-07 20:54:03,2021-02-20 06:54:48 UTC
18066,1895,complete,545.17,34.07,579.24,2021-08-07 13:56:35,2021-08-15 09:29:07 UTC
18067,7426,complete,885.71,55.36,941.07,2021-02-13 2:57:19,2021-02-18 19:20:06 UTC
18068,3102,complete,2520.63,157.54,2678.17,2021-07-30 7:50:18,2021-08-06 09:01:06 UTC
18069,2872,complete,1768.61,110.54,1879.15,2021-07-16 4:52:18,2021-07-21 18:55:54 UTC
18070,2526,complete,1154.86,72.18,1227.04,2021-12-19 8:52:22,2021-12-27 18:32:16 UTC
18071,1601,complete,2425.46,151.59,2577.05,2022-01-15 5:22:18,2022-01-27 08:59:38 UTC
18072,6006,complete,1587.42,99.21,1686.63,2022-01-20 21:27:11,2022-01-29 00:57:34 UTC
18073,2923,complete,23.28,1.46,24.74,2021-07-18 19:40:57,2021-07-23 00:37:45 UTC
18074,7410,complete,2404.03,150.25,2554.28,2021-11-18 11:10:09,2021-11-27 07:34:17 UTC
18075,13092,complete,3624.83,226.55,3851.38,2022-02-21 11:32:53,2022-03-02 15:27:44 UTC
18076,11682,complete,1690.39,105.65,1796.04,2021-01-13 16:15:59,2021-01-18 08:13:31 UTC
18077,3165,pending,13.50,0.84,14.34,2021-06-24 17:32:15,2021-06-29 13:18:00 UTC
18078,11653,complete,920.30,57.52,977.82,2021-03-25 18:08:35,2021-04-02 00:47:55 UTC
18079,6003,complete,239.89,14.99,254.88,2021-06-25 16:15:42,2021-07-07 18:44:23 UTC
18080,5258,complete,768.45,48.03,816.48,2021-05-13 2:19:23,2021-05-24 06:25:14 UTC
18081,13017,complete,1059.68,66.23,1125.91,2021-04-27 17:22:13,2021-05-03 22:58:09 UTC
18082,11104,complete,1726.39,107.90,1834.29,2021-04-10 22:33:18,2021-04-18 11:55:02 UTC
18083,13416,complete,2078.96,129.94,2208.90,2021-07-01 9:43:42,2021-07-10 23:35:23 UTC
18084,7656,complete,2248.32,140.52,2388.84,2021-09-01 17:45:26,2021-09-12 15:54:59 UTC
18085,7360,complete,56.15,3.51,59.66,2022-02-05 12:06:07,2022-02-10 09:12:58 UTC
18086,11168,complete,645.79,40.36,686.15,2021-11-13 20:16:39,2021-11-17 15:58:50 UTC
18087,9341,complete,1462.15,91.38,1553.53,2022-02-24 2:20:42,2022-03-02 19:53:01 UTC
18088,6510,complete,1467.70,91.73,1559.43,2021-06-13 22:30:28,2021-06-21 17:20:40 UTC
18089,4213,pending,290.18,18.14,308.32,2021-08-31 10:04:20,2021-09-06 01:15:24 UTC
18090,9058,complete,888.93,55.56,944.49,2021-12-25 15:48:36,2022-01-08 11:20:10 UTC
18091,2391,complete,413.49,25.84,439.33,2021-11-22 19:52:09,2021-11-30 11:10:02 UTC
18092,5968,complete,1438.22,89.89,1528.11,2021-09-17 4:12:26,2021-09-23 12:53:20 UTC
18093,4191,complete,2011.96,125.75,2137.71,2022-01-01 2:27:13,2022-01-14 04:01:37 UTC
18094,10531,complete,291.62,18.23,309.85,2021-10-10 21:10:54,2021-10-20 23:43:59 UTC
18095,3920,complete,340.68,21.29,361.97,2021-06-03 7:52:27,2021-06-09 12:18:00 UTC
18096,9227,pending,4004.96,250.31,4255.27,2021-06-09 2:57:51,2021-06-21 12:26:53 UTC
18097,5184,pending,1467.06,91.69,1558.75,2021-06-06 8:41:40,2021-06-11 01:39:26 UTC
18098,4849,complete,108.15,6.76,114.91,2021-04-20 15:35:21,2021-04-26 06:54:45 UTC
18099,1683,pending,748.36,46.77,795.13,2021-08-12 13:46:47,2021-08-20 20:55:28 UTC
18100,7056,complete,805.37,50.34,855.71,2021-08-03 4:58:06,2021-08-17 12:17:56 UTC
18101,7019,complete,1423.21,88.95,1512.16,2021-08-21 14:58:30,2021-08-23 22:05:31 UTC
18102,3295,complete,85.75,5.36,91.11,2021-09-22 7:39:35,2021-09-28 20:10:57 UTC
18103,2026,complete,1254.35,78.40,1332.75,2021-04-24 19:29:12,2021-04-30 10:37:57 UTC
18104,12197,complete,564.21,35.26,599.47,2021-06-22 16:27:32,2021-06-26 02:15:37 UTC
18105,11909,complete,463.84,28.99,492.83,2021-04-04 13:28:26,2021-04-12 03:40:57 UTC
18106,6966,complete,2225.81,139.11,2364.92,2021-01-12 18:18:11,2021-01-15 18:41:23 UTC
18107,10318,complete,726.27,45.39,771.66,2021-05-18 21:31:30,2021-05-26 18:27:55 UTC
18108,5747,complete,209.80,13.11,222.91,2021-01-29 3:59:38,2021-02-12 15:15:29 UTC
18109,4104,cancelled,94.09,5.88,99.97,2021-04-29 5:46:12,2021-05-02 07:30:05 UTC
18110,6790,complete,476.96,29.81,506.77,2021-09-26 18:44:54,2021-10-10 17:46:50 UTC
18111,4040,complete,300.86,18.80,319.66,2022-03-06 12:35:49,2022-03-12 05:04:00 UTC
18112,12573,complete,614.67,38.42,653.09,2021-03-19 9:55:27,2021-03-27 05:10:42 UTC
18113,933,complete,1581.84,98.87,1680.71,2021-08-15 20:01:19,2021-08-21 07:08:46 UTC
18114,13514,complete,1300.73,81.30,1382.03,2021-02-06 21:39:49,2021-02-13 21:12:19 UTC
18115,9607,complete,323.80,20.24,344.04,2022-02-27 1:52:53,2022-03-13 00:58:50 UTC
18116,8499,complete,154.76,9.67,164.43,2021-07-11 19:38:48,2021-07-19 00:45:50 UTC
18117,9130,complete,1193.65,74.60,1268.25,2022-03-12 11:22:21,2022-03-17 20:04:38 UTC
18118,11145,pending,309.24,19.33,328.57,2021-11-18 18:55:39,2021-11-29 19:53:33 UTC
18119,2832,complete,774.90,48.43,823.33,2022-01-02 14:14:30,2022-01-10 03:51:05 UTC
18120,13407,complete,1733.12,108.32,1841.44,2021-09-02 20:52:05,2021-09-16 02:58:00 UTC
18121,10466,complete,1789.60,111.85,1901.45,2021-02-25 1:16:05,2021-03-04 03:28:55 UTC
18123,2420,complete,594.46,37.15,631.61,2022-02-12 11:11:32,2022-02-20 09:55:01 UTC
18124,6464,complete,195.06,12.19,207.25,2021-01-30 9:12:00,2021-02-04 21:32:08 UTC
18125,4033,complete,1684.20,105.26,1789.46,2021-12-03 18:26:54,2021-12-15 09:14:58 UTC
18127,3045,complete,1104.22,69.01,1173.23,2021-10-11 5:10:55,2021-10-13 21:34:35 UTC
18128,2797,complete,822.56,51.41,873.97,2021-05-25 5:47:45,2021-06-06 13:11:35 UTC
18129,12153,complete,506.11,31.63,537.74,2021-03-22 20:10:01,2021-04-01 05:41:55 UTC
18130,4760,complete,495.04,30.94,525.98,2021-11-29 4:57:15,2021-12-13 01:40:15 UTC
18131,9868,complete,1391.14,86.95,1478.09,2021-05-28 2:50:35,2021-06-05 23:26:40 UTC
18132,7737,complete,878.21,54.89,933.10,2021-05-15 3:08:07,2021-05-28 14:07:52 UTC
18133,1054,complete,278.88,17.43,296.31,2021-08-11 8:58:32,2021-08-15 00:52:41 UTC
18134,5641,complete,894.00,55.88,949.88,2021-10-14 22:04:21,2021-10-28 15:29:51 UTC
18135,5947,complete,957.88,59.87,1017.75,2021-10-12 4:33:31,2021-10-15 03:31:51 UTC
18137,9908,complete,943.02,58.94,1001.96,2021-08-06 6:35:41,2021-08-11 11:44:21 UTC
18138,9233,complete,1365.60,85.35,1450.95,2021-06-27 22:08:25,2021-07-07 22:28:11 UTC
18139,1864,complete,202.98,12.69,215.67,2021-10-05 15:36:02,2021-10-09 21:11:55 UTC
18140,9510,complete,2344.47,146.53,2491.00,2021-05-30 2:58:02,2021-06-09 03:02:20 UTC
18141,10189,complete,864.48,54.03,918.51,2022-01-10 8:20:48,2022-01-19 03:18:21 UTC
18142,5003,complete,819.14,51.20,870.34,2021-12-18 18:21:59,2021-12-27 08:24:18 UTC
18143,5668,pending,384.68,24.04,408.72,2021-10-19 10:40:43,2021-10-24 14:29:19 UTC
18144,6204,complete,1290.91,80.68,1371.59,2021-12-16 7:28:47,2021-12-25 03:22:50 UTC
18145,6758,complete,2054.23,128.39,2182.62,2021-03-26 7:20:59,2021-04-07 11:10:33 UTC
18146,6802,complete,833.35,52.08,885.43,2022-02-23 10:19:20,2022-03-01 08:37:18 UTC
18147,13116,complete,672.31,42.02,714.33,2021-07-30 2:03:20,2021-08-02 06:19:57 UTC
18148,8948,complete,617.49,38.59,656.08,2021-07-11 7:49:20,2021-07-23 04:11:58 UTC
18149,9059,complete,854.20,53.39,907.59,2021-01-10 17:24:09,2021-01-25 01:05:13 UTC
18151,3266,complete,953.15,59.57,1012.72,2022-02-19 13:38:23,2022-03-05 05:00:02 UTC
18153,2955,complete,930.34,58.15,988.49,2021-01-20 9:30:23,2021-02-04 01:30:31 UTC
18154,161,complete,168.42,10.53,178.95,2021-01-05 17:31:57,2021-01-10 21:24:23 UTC
18155,7514,complete,345.53,21.60,367.13,2021-11-11 12:32:17,2021-11-19 08:11:35 UTC
18156,4411,complete,1044.35,65.27,1109.62,2021-10-14 2:25:48,2021-10-18 12:13:27 UTC
18157,10974,complete,1734.07,108.38,1842.45,2021-05-20 0:40:59,2021-05-29 03:15:33 UTC
18158,2823,complete,345.92,21.62,367.54,2022-02-03 18:49:04,2022-02-08 16:52:04 UTC
18159,863,complete,720.84,45.05,765.89,2021-11-11 3:05:56,2021-11-21 15:16:01 UTC
18160,8081,complete,2318.42,144.90,2463.32,2021-08-05 11:25:16,2021-08-20 01:35:40 UTC
18161,2375,complete,1156.52,72.28,1228.80,2021-02-24 20:00:36,2021-02-28 14:25:33 UTC
18162,12713,complete,1677.78,104.86,1782.64,2021-10-21 1:05:48,2021-11-02 17:04:56 UTC
18163,10177,complete,2254.08,140.88,2394.96,2021-12-25 3:28:45,2021-12-28 10:45:51 UTC
18164,3786,complete,1613.15,100.82,1713.97,2021-09-12 6:48:36,2021-09-20 02:42:10 UTC
18165,320,complete,849.84,53.12,902.96,2021-11-25 2:22:36,2021-12-01 15:36:46 UTC
18166,6180,complete,877.64,54.85,932.49,2021-01-17 16:26:19,2021-01-19 21:51:48 UTC
18168,12898,complete,1199.60,74.98,1274.58,2021-07-01 14:51:02,2021-07-07 13:50:03 UTC
18169,11022,cancelled,814.83,50.93,865.76,2022-02-15 16:10:06,2022-02-18 21:49:13 UTC
18170,1978,complete,1210.29,75.64,1285.93,2022-02-16 14:17:49,2022-03-02 02:48:23 UTC
18172,12671,pending,559.15,34.95,594.10,2021-02-16 2:55:23,2021-02-19 10:46:36 UTC
18173,2318,complete,1839.89,114.99,1954.88,2021-05-05 21:35:20,2021-05-16 02:51:17 UTC
18174,6291,pending,1031.42,64.46,1095.88,2021-04-22 8:31:42,2021-05-04 13:53:46 UTC
18175,4749,complete,785.21,49.08,834.29,2021-09-30 2:00:44,2021-10-05 08:56:29 UTC
18176,5402,complete,1190.46,74.40,1264.86,2021-06-11 16:06:03,2021-06-16 01:51:20 UTC
18179,10279,pending,603.19,37.70,640.89,2021-07-03 0:23:53,2021-07-08 08:58:18 UTC
18180,8237,complete,636.12,39.76,675.88,2021-06-22 12:02:35,2021-07-03 13:00:06 UTC
18181,1248,complete,1286.52,80.41,1366.93,2021-12-18 6:08:10,2021-12-27 14:22:05 UTC
18182,1231,complete,480.82,30.05,510.87,2021-05-06 4:09:29,2021-05-14 16:11:42 UTC
18183,6583,complete,1216.56,76.04,1292.60,2021-07-10 13:32:49,2021-07-18 20:25:21 UTC
18184,1787,complete,1028.02,64.25,1092.27,2021-07-16 14:10:16,2021-07-23 08:59:19 UTC
18185,11799,complete,2361.80,147.61,2509.41,2021-06-02 6:53:28,2021-06-14 00:17:24 UTC
18188,992,complete,1368.18,85.51,1453.69,2022-01-23 2:53:45,2022-02-04 15:35:56 UTC
18189,1459,complete,3009.94,188.12,3198.06,2021-10-03 9:43:26,2021-10-15 06:32:22 UTC
18190,8619,pending,1160.16,72.51,1232.67,2021-08-06 15:03:37,2021-08-11 22:18:38 UTC
18192,2978,complete,636.74,39.80,676.54,2021-03-19 14:08:39,2021-03-24 19:30:51 UTC
18193,279,complete,1223.58,76.47,1300.05,2021-10-01 6:11:17,2021-10-09 15:14:14 UTC
18194,8270,complete,2978.83,186.18,3165.01,2021-03-07 15:04:34,2021-03-21 12:35:00 UTC
18195,1770,complete,2453.04,153.32,2606.36,2021-07-09 13:47:10,2021-07-20 03:28:51 UTC
18196,5260,complete,276.22,17.26,293.48,2021-09-12 15:11:23,2021-09-20 14:09:55 UTC
18197,4979,complete,2233.49,139.59,2373.08,2021-08-11 4:22:53,2021-08-25 01:19:30 UTC
18198,10059,complete,1108.80,69.30,1178.10,2021-12-22 5:39:47,2022-01-04 21:19:24 UTC
18199,5123,complete,1051.76,65.74,1117.50,2021-03-31 16:03:09,2021-04-03 10:42:02 UTC
18200,2479,complete,3297.37,206.09,3503.46,2021-09-07 4:37:55,2021-09-11 13:31:52 UTC
18201,5524,complete,895.77,55.99,951.76,2021-10-15 20:53:57,2021-10-19 22:06:20 UTC
18202,10300,complete,1342.93,83.93,1426.86,2021-06-01 19:35:03,2021-06-13 05:09:05 UTC
18203,4964,complete,680.31,42.52,722.83,2021-04-01 10:39:05,2021-04-05 19:03:02 UTC
18204,9172,complete,666.38,41.65,708.03,2021-08-03 5:51:42,2021-08-16 10:01:59 UTC
18205,3669,complete,734.79,45.92,780.71,2021-05-10 10:54:15,2021-05-18 08:08:18 UTC
18206,5126,complete,3379.22,211.20,3590.42,2022-01-06 5:50:57,2022-01-11 05:44:59 UTC
18208,11362,complete,2425.53,151.60,2577.13,2021-09-20 9:04:40,2021-09-30 08:54:50 UTC
18210,12786,complete,1733.24,108.33,1841.57,2021-05-10 5:28:41,2021-05-22 04:55:06 UTC
18211,12948,complete,382.32,23.90,406.22,2021-03-31 13:22:47,2021-04-11 06:50:01 UTC
18212,8015,complete,2044.48,127.78,2172.26,2021-06-06 12:42:27,2021-06-20 17:32:38 UTC
18213,3910,complete,688.56,43.04,731.60,2021-11-11 13:08:09,2021-11-20 19:56:45 UTC
18214,8434,complete,827.73,51.73,879.46,2021-02-14 14:15:38,2021-02-16 19:20:27 UTC
18215,5431,complete,1134.93,70.93,1205.86,2022-02-24 1:54:58,2022-03-01 08:15:06 UTC
18216,1018,complete,804.69,50.29,854.98,2021-11-19 3:52:47,2021-11-30 21:43:09 UTC
18218,7359,complete,35.81,2.24,38.05,2021-07-08 19:36:24,2021-07-14 07:05:51 UTC
18219,12930,complete,968.07,60.50,1028.57,2021-02-08 22:22:20,2021-02-21 18:02:46 UTC
18220,7763,pending,421.12,26.32,447.44,2021-06-03 3:02:28,2021-06-15 00:55:25 UTC
18221,7995,complete,478.13,29.88,508.01,2021-10-26 2:15:40,2021-11-04 02:52:04 UTC
18222,12108,complete,992.64,62.04,1054.68,2021-12-18 13:47:36,2021-12-24 04:48:01 UTC
18223,9452,complete,941.00,58.81,999.81,2021-06-01 13:31:20,2021-06-12 23:59:17 UTC
18224,7398,complete,1623.41,101.46,1724.87,2021-01-24 2:35:20,2021-02-06 21:53:45 UTC
18225,5624,pending,1518.72,94.92,1613.64,2021-11-08 17:23:32,2021-11-18 09:15:58 UTC
18226,6315,pending,2443.65,152.73,2596.38,2021-02-26 23:55:57,2021-03-04 11:35:16 UTC
18227,4535,complete,998.16,62.39,1060.55,2021-11-03 20:25:48,2021-11-16 17:31:28 UTC
18228,7516,pending,22.33,1.40,23.73,2021-11-08 7:02:56,2021-11-22 19:13:25 UTC
18229,8192,complete,815.41,50.96,866.37,2021-09-01 20:14:07,2021-09-15 19:31:55 UTC
18230,13384,complete,1277.72,79.86,1357.58,2021-03-01 23:55:17,2021-03-11 20:35:32 UTC
18231,11783,complete,1773.68,110.86,1884.54,2021-05-13 20:31:00,2021-05-22 04:19:34 UTC
18232,2516,complete,100.52,6.28,106.80,2021-03-01 19:21:30,2021-03-05 11:33:38 UTC
18233,2766,complete,768.68,48.04,816.72,2021-02-13 0:58:20,2021-02-21 18:10:01 UTC
18234,1992,complete,428.15,26.76,454.91,2021-10-24 1:04:54,2021-11-06 20:33:27 UTC
18235,3505,complete,1846.17,115.39,1961.56,2021-10-24 6:36:14,2021-10-31 20:58:45 UTC
18236,1012,complete,1715.42,107.21,1822.63,2021-12-13 13:40:33,2021-12-23 15:44:23 UTC
18237,5485,complete,534.96,33.44,568.40,2021-06-19 18:42:52,2021-06-22 11:42:25 UTC
18238,1349,complete,89.12,5.57,94.69,2021-07-07 4:21:28,2021-07-12 11:37:59 UTC
18239,6295,complete,42.70,2.67,45.37,2021-01-08 17:42:41,2021-01-15 13:29:01 UTC
18240,13476,complete,1087.35,67.96,1155.31,2022-01-29 4:53:58,2022-02-10 00:35:19 UTC
18241,4492,complete,925.32,57.83,983.15,2021-03-30 23:10:42,2021-04-06 19:12:34 UTC
18242,13367,complete,948.60,59.29,1007.89,2021-11-03 19:30:40,2021-11-06 03:57:45 UTC
18244,11483,complete,2134.76,133.42,2268.18,2021-10-25 10:25:45,2021-11-02 01:54:42 UTC
18245,450,complete,342.60,21.41,364.01,2021-04-07 16:07:01,2021-04-15 13:39:38 UTC
18246,231,complete,226.86,14.18,241.04,2021-01-09 9:31:26,2021-01-11 22:44:33 UTC
18247,6862,complete,1785.20,111.58,1896.78,2022-03-05 11:10:47,2022-03-11 03:06:17 UTC
18249,7393,complete,709.84,44.37,754.21,2021-07-06 1:49:51,2021-07-10 05:03:18 UTC
18250,9805,complete,477.90,29.87,507.77,2021-12-24 3:17:50,2021-12-31 10:48:17 UTC
18251,665,complete,232.05,14.50,246.55,2022-03-04 23:31:24,2022-03-11 05:25:03 UTC
18252,252,complete,2381.52,148.85,2530.37,2021-01-09 15:03:18,2021-01-14 05:39:00 UTC
18253,242,complete,1241.82,77.61,1319.43,2021-04-15 17:28:32,2021-04-23 01:27:25 UTC
18254,1392,complete,936.92,58.56,995.48,2021-10-01 19:56:03,2021-10-07 18:27:47 UTC
18255,5826,complete,61.11,3.82,64.93,2021-08-25 19:49:21,2021-08-31 15:36:37 UTC
18256,748,pending,1820.29,113.77,1934.06,2021-08-22 4:14:26,2021-08-30 21:50:08 UTC
18257,12788,complete,1258.57,78.66,1337.23,2021-11-23 6:29:43,2021-11-27 15:24:33 UTC
18258,3926,complete,2859.11,178.69,3037.80,2021-11-23 5:06:51,2021-11-27 02:03:09 UTC
18259,12051,complete,1231.14,76.95,1308.09,2022-02-06 2:22:06,2022-02-15 07:35:17 UTC
18260,11409,complete,2342.72,146.42,2489.14,2021-02-27 21:18:56,2021-03-10 19:50:17 UTC
18261,1365,complete,116.49,7.28,123.77,2022-01-02 4:31:51,2022-01-16 13:49:47 UTC
18262,6857,pending,849.13,53.07,902.20,2021-12-20 2:40:53,2021-12-25 01:22:34 UTC
18263,7103,complete,2096.50,131.03,2227.53,2021-12-13 20:42:17,2021-12-27 11:19:28 UTC
18264,927,complete,1213.64,75.85,1289.49,2021-09-12 22:44:00,2021-09-20 03:37:47 UTC
18265,4058,complete,860.08,53.76,913.84,2021-08-28 12:06:06,2021-09-06 11:19:41 UTC
18266,2408,complete,270.47,16.90,287.37,2021-06-10 0:49:23,2021-06-20 06:10:05 UTC
18267,3073,complete,11.80,0.74,12.54,2021-03-12 17:56:44,2021-03-15 11:39:48 UTC
18268,153,complete,90.54,5.66,96.20,2022-02-27 3:54:43,2022-03-09 01:48:00 UTC
18269,1174,complete,526.78,32.92,559.70,2021-03-09 20:57:05,2021-03-14 17:15:49 UTC
18270,3652,pending,47.28,2.96,50.24,2021-02-16 12:09:27,2021-02-18 17:41:27 UTC
18271,5517,complete,1845.09,115.32,1960.41,2022-01-25 13:39:57,2022-01-31 17:06:20 UTC
18272,11285,complete,746.39,46.65,793.04,2021-07-14 21:02:23,2021-07-28 07:14:01 UTC
18273,10037,pending,28.49,1.78,30.27,2021-01-01 23:43:57,2021-01-08 15:03:38 UTC
18274,8336,complete,268.80,16.80,285.60,2021-09-16 14:24:09,2021-09-19 10:07:41 UTC
18275,3565,complete,2149.32,134.33,2283.65,2022-01-13 15:40:41,2022-01-27 03:05:02 UTC
18276,2961,complete,891.40,55.71,947.11,2021-02-16 16:15:00,2021-02-20 15:39:30 UTC
18277,10290,cancelled,608.28,38.02,646.30,2021-03-16 2:42:56,2021-03-22 03:09:59 UTC
18278,1685,complete,578.06,36.13,614.19,2021-08-21 4:43:55,2021-08-31 02:06:53 UTC
18279,9540,complete,751.76,46.99,798.75,2021-08-14 10:56:36,2021-08-28 19:49:42 UTC
18280,5503,complete,913.60,57.10,970.70,2021-01-25 20:59:23,2021-01-28 09:08:11 UTC
18281,10921,complete,458.89,28.68,487.57,2021-05-30 8:03:18,2021-06-02 18:48:02 UTC
18282,3569,complete,16.65,1.04,17.69,2021-11-12 0:05:39,2021-11-14 11:15:35 UTC
18283,11151,complete,1088.68,68.04,1156.72,2021-12-12 14:43:16,2021-12-26 21:43:43 UTC
18284,13363,complete,2217.70,138.61,2356.31,2021-01-10 12:52:43,2021-01-19 05:46:45 UTC
18285,6509,complete,662.31,41.39,703.70,2021-02-21 11:36:21,2021-02-28 03:28:51 UTC
18286,4212,complete,998.62,62.41,1061.03,2021-05-07 1:27:01,2021-05-17 14:00:11 UTC
18287,9418,complete,1172.90,73.31,1246.21,2021-03-27 9:26:55,2021-04-08 16:20:36 UTC
18288,5151,complete,569.44,35.59,605.03,2021-11-13 17:52:08,2021-11-21 16:35:09 UTC
18290,8794,complete,2145.14,134.07,2279.21,2021-04-14 17:00:15,2021-04-18 17:48:59 UTC
18291,7681,complete,42.56,2.66,45.22,2021-05-18 6:56:30,2021-05-26 18:55:04 UTC
18292,2675,complete,2361.87,147.62,2509.49,2022-03-09 22:45:14,2022-03-17 23:38:21 UTC
18293,5697,complete,1651.78,103.24,1755.02,2022-02-26 5:48:15,2022-03-01 18:58:41 UTC
18295,3216,complete,1094.89,68.43,1163.32,2021-12-31 7:33:00,2022-01-09 03:00:12 UTC
18296,11793,cancelled,73.17,4.57,77.74,2021-10-19 12:44:56,2021-10-25 10:11:18 UTC
18297,8055,complete,2001.18,125.07,2126.25,2021-02-18 14:28:07,2021-02-21 08:00:22 UTC
18298,266,complete,1414.72,88.42,1503.14,2022-01-03 14:56:33,2022-01-11 00:05:10 UTC
18299,3541,complete,1788.06,111.75,1899.81,2021-01-20 16:19:57,2021-01-26 08:14:02 UTC
18300,2217,complete,943.71,58.98,1002.69,2021-09-09 4:20:16,2021-09-15 07:01:45 UTC
18301,10138,complete,2110.80,131.93,2242.73,2021-12-07 19:32:23,2021-12-15 04:25:06 UTC
18302,12007,complete,130.90,8.18,139.08,2021-05-14 23:45:52,2021-05-23 10:41:25 UTC
18303,3005,cancelled,357.83,22.36,380.19,2021-02-10 16:14:39,2021-02-23 22:40:32 UTC
