pk,purchase_fk,item_fk,quantity
47684,8624,967,8
47685,9283,158,7
47686,7809,770,8
47687,9631,540,10
47688,13430,384,8
47689,14099,441,15
47690,4137,931,6
47691,696,171,14
47692,1987,714,5
47693,8315,461,8
47694,16494,85,15
47695,1555,929,15
47696,3587,519,3
47697,3147,681,6
47698,3083,1004,16
47699,21850,1015,11
47700,7892,839,17
47701,6039,815,12
47702,22883,335,5
47703,3681,89,5
47704,11760,87,6
47705,18389,24,7
47706,27430,812,3
47707,887,256,15
47708,807,106,4
47709,6634,193,3
47710,23092,871,8
47711,12304,866,10
47712,21167,554,1
47713,8929,911,14
47714,25850,279,14
47715,20976,669,1
47716,3719,180,17
47717,18042,904,12
47718,9953,841,17
47719,1720,968,6
47720,20355,553,6
47721,13530,736,14
47722,43,195,4
47723,23364,166,9
47724,21206,606,6
47725,19065,543,15
47726,17257,908,6
47727,7300,228,10
47728,10003,303,16
47729,9687,536,17
47730,3868,1018,17
47731,25114,351,15
47732,2785,713,3
47733,4575,856,2
47734,8404,334,11
47735,2228,323,10
47736,4348,159,12
47737,15364,703,15
47738,18260,917,15
47739,26383,233,11
47740,23942,677,6
47741,16984,330,15
47742,24607,9,13
47743,7059,457,16
47744,9607,912,10
47745,12938,671,16
47746,17751,1028,16
47747,15580,1012,16
47748,27929,613,17
47749,13865,83,5
47750,8983,243,6
47751,5276,363,12
47752,5541,850,10
47753,4741,39,6
47754,11727,44,9
47755,6754,926,4
47756,24630,711,14
47757,662,285,5
47758,27171,135,10
47759,69,527,14
47760,9160,481,13
47761,5914,2,8
47762,10964,630,2
47763,7890,588,16
47764,21338,284,15
47765,14357,179,1
47766,21518,338,8
47767,2686,165,1
47768,1909,181,6
47769,25690,197,7
47770,18773,639,5
47771,23215,575,9
47772,14185,692,10
47773,4940,315,17
47774,2573,973,16
47775,17136,796,7
47776,9306,452,4
47777,4768,123,2
47778,21406,722,10
47779,6551,573,11
47780,7204,698,1
47781,7861,1016,13
47782,3911,599,10
47783,4950,465,3
47784,7347,946,7
47785,4506,646,9
47786,10009,680,7
47787,2878,288,3
47788,10617,235,8
47789,13749,626,12
47790,10076,213,10
47791,15053,222,10
47792,17830,566,11
47793,11684,58,8
47794,22839,966,16
47795,2560,191,10
47796,16875,774,1
47797,11922,752,13
47798,3181,989,1
47799,5603,875,16
47800,23732,440,16
47801,18352,442,2
47802,25333,940,16
47803,23730,615,4
47804,7546,70,17
47805,9691,754,10
47806,3175,962,7
47807,15579,373,8
47808,6210,47,3
47809,21762,560,15
47810,4236,461,11
47811,372,997,6
47812,443,224,11
47813,27137,885,15
47814,10417,765,16
47815,14746,16,13
47816,15969,302,8
47817,12995,714,15
47818,2778,105,3
47819,22916,503,17
47820,8040,522,3
47821,27391,1,14
47822,1422,1000,16
47823,318,305,14
47824,9859,561,4
47825,22154,595,12
47826,12589,740,17
47827,13388,388,10
47828,16245,48,2
47829,20306,582,10
47830,27665,949,14
47831,19988,706,12
47832,17440,674,8
47833,16499,144,3
47834,5085,884,15
47835,12990,248,12
47836,17356,432,12
47837,11906,293,12
47838,10144,419,5
47839,22741,622,4
47840,5219,286,15
47841,4073,138,10
47842,5091,519,12
47843,23714,829,13
47844,20821,201,3
47845,15976,821,5
47846,15379,828,3
47847,27145,186,3
47848,17885,216,16
47849,19726,618,12
47850,27951,370,15
47851,1215,633,16
47852,11402,500,3
47853,16941,484,15
47854,5576,741,5
47855,17319,758,5
47856,27478,7,10
47857,10515,321,9
47858,25781,621,10
47859,3014,65,1
47860,26574,36,10
47861,18216,945,16
47862,3879,251,3
47863,15556,250,7
47864,20526,22,12
47865,10278,883,9
47866,2612,266,8
47867,19793,263,16
47868,17201,462,13
47869,6218,59,7
47870,15846,907,14
47871,19920,759,3
47872,12813,188,15
47873,7793,515,6
47874,27133,627,3
47875,9227,707,11
47876,14199,339,5
47877,12287,895,5
47878,23099,494,14
47879,27493,238,9
47880,13012,767,11
47881,24748,223,8
47882,23143,726,2
47883,26945,18,15
47884,14419,523,1
47885,2844,421,12
47886,13506,832,3
47887,2687,237,1
47888,15940,485,17
47889,12420,514,6
47890,9686,427,1
47891,12736,589,14
47892,18195,657,5
47893,20504,386,5
47894,25909,857,6
47895,6856,291,12
47896,18397,625,7
47897,28165,952,14
47898,16235,90,16
47899,12913,418,1
47900,2535,524,17
47901,8039,776,2
47902,14280,723,2
47903,16341,232,10
47904,20761,670,10
47905,12162,1003,10
47906,15697,221,6
47907,1640,82,16
47908,4627,273,17
47909,25563,262,3
47910,13520,410,10
47911,16298,1005,5
47912,23430,548,14
47913,16088,862,15
47914,20611,990,16
47915,1388,125,17
47916,13647,281,16
47917,23811,927,2
47918,3513,115,13
47919,14370,569,13
47920,18445,342,15
47921,14076,1024,8
47922,12324,667,11
47923,19761,301,8
47924,27554,73,16
47925,15899,98,5
47926,1658,785,15
47927,14260,264,1
47928,6600,322,5
47929,5005,720,6
47930,11538,133,10
47931,12802,277,7
47932,1984,148,3
47933,24775,185,17
47934,1428,779,5
47935,12029,787,2
47936,15911,107,14
47937,11346,833,10
47938,7624,102,11
47939,11209,497,7
47940,8062,4,13
47941,18222,744,8
47942,18707,352,11
47943,14056,881,10
47944,4532,717,14
47945,8802,656,4
47946,25611,111,8
47947,25587,792,17
47948,7087,94,17
47949,12893,261,17
47950,15495,99,12
47951,1991,430,10
47952,1913,937,2
47953,6800,240,17
47954,15578,12,17
47955,24267,851,10
47956,15171,431,4
47957,8064,964,8
47958,1786,104,16
47959,3407,526,10
47960,13248,466,12
47961,22435,448,7
47962,2635,1021,11
47963,20802,739,6
47964,1958,328,5
47965,10150,345,15
47966,969,715,8
47967,17794,975,8
47968,20814,923,2
47969,27807,252,15
47970,27998,353,10
47971,12617,113,8
47972,11025,361,12
47973,9112,392,10
47974,6623,810,7
47975,19502,454,14
47976,15527,289,1
47977,5565,79,13
47978,10478,998,12
47979,26745,678,17
47980,16845,816,11
47981,19093,794,4
47982,10785,970,17
47983,25112,453,2
47984,5237,652,10
47985,287,817,6
47986,7565,922,14
47987,23353,477,15
47988,8394,118,6
47989,16184,551,2
47990,7902,332,13
47991,14097,1019,1
47992,3630,750,12
47993,22530,433,6
47994,7880,114,12
47995,21663,902,17
47996,16728,290,6
47997,4396,979,8
47998,20960,882,13
47999,25733,202,9
48000,26571,550,14
48001,17730,380,4
48002,8380,428,6
48003,28052,1002,4
48004,23977,601,2
48005,5141,960,13
48006,27403,368,4
48007,5907,892,9
48008,14736,15,10
48009,7000,947,5
48010,6370,958,8
48011,24923,814,2
48012,14920,498,9
48013,21110,629,12
48014,21962,534,9
48015,21001,225,10
48016,20695,137,4
48017,28169,23,7
48018,5169,583,16
48019,20313,443,9
48020,2592,236,14
48021,4617,611,13
48022,11710,92,5
48023,2578,1025,9
48024,19110,983,12
48025,9135,808,17
48026,17574,355,11
48027,2649,28,3
48028,26591,122,2
48029,15907,610,11
48030,18343,429,11
48031,5394,985,3
48032,12137,391,8
48033,15233,791,6
48034,21349,648,17
48035,17316,797,10
48036,18938,728,2
48037,18793,790,12
48038,436,128,5
48039,21078,504,12
48040,3841,654,13
48041,15538,271,11
48042,12,579,15
48043,26890,734,10
48044,24634,376,9
48045,3652,1026,6
48046,25476,910,13
48047,16530,384,6
48048,9435,316,17
48049,13008,183,17
48050,16973,541,12
48051,9025,455,3
48052,15766,672,14
48053,11548,899,10
48054,27010,651,1
48055,15945,38,15
48056,11125,31,9
48057,27626,909,5
48058,27715,749,4
48059,13633,775,2
48060,22309,88,14
48061,1448,1029,10
48062,10945,666,2
48063,7998,634,3
48064,17582,150,2
48065,23897,116,3
48066,16881,913,8
48067,18055,981,16
48068,4580,868,17
48069,18292,54,4
48070,6136,178,5
48071,22663,366,13
48072,10714,25,14
48073,12240,489,2
48074,23855,239,6
48075,5489,737,11
48076,12716,887,6
48077,19971,61,6
48078,17166,337,9
48079,17434,967,17
48080,21366,502,6
48081,13863,174,8
48082,25644,936,12
48083,1575,314,13
48084,931,743,3
48085,18864,400,13
48086,394,136,2
48087,18687,585,12
48088,15230,919,16
48089,4166,164,12
48090,9116,596,12
48091,23244,763,10
48092,26128,619,3
48093,21589,586,11
48094,2938,108,5
48095,3518,564,1
48096,22888,364,2
48097,20374,699,6
48098,13264,247,8
48099,25600,147,7
48100,26503,399,16
48101,18877,559,3
48102,7360,226,15
48103,21021,860,15
48104,15908,401,11
48105,14228,914,13
48106,18366,959,1
48107,25090,758,13
48108,21410,865,8
48109,5631,459,5
48110,11784,588,11
48111,26827,40,3
48112,23513,486,16
48113,12818,601,6
48114,17107,843,3
48115,17856,886,12
48116,16433,1,1
48117,20235,3,5
48118,16327,356,14
48119,24116,484,14
48120,17518,341,14
48121,18861,900,13
48122,20469,464,4
48123,27271,967,1
48124,25558,885,17
48125,15041,362,15
48126,15603,955,9
48127,21151,896,2
48128,406,969,1
48129,18535,91,14
48130,21933,921,10
48131,24877,184,14
48132,14067,347,3
48133,18654,863,12
48134,26342,866,9
48135,866,289,7
48136,7502,794,1
48137,15673,918,2
48138,26087,159,16
48139,4694,663,7
48140,3263,45,12
48141,13993,532,12
48142,18878,645,3
48143,15875,905,6
48144,17215,319,11
48145,190,500,13
48146,24594,621,11
48147,9569,724,14
48148,3904,211,13
48149,908,697,8
48150,8256,14,8
48151,782,523,17
48152,7715,753,1
48153,11663,85,6
48154,10281,465,12
48155,321,257,13
48156,21232,183,2
48157,153,528,12
48158,20539,109,8
48159,9423,174,1
48160,19600,513,16
48161,17264,306,14
48162,19026,698,6
48163,2584,867,12
48164,11088,382,16
48165,6522,961,4
48166,18151,293,12
48167,12807,136,17
48168,582,303,10
48169,17280,812,6
48170,2908,978,2
48171,10123,829,11
48172,22709,571,11
48173,16246,22,11
48174,17148,343,17
48175,7172,268,6
48176,13695,131,6
48177,19670,722,14
48178,19197,1000,17
48179,6094,65,13
48180,21915,538,13
48181,14237,541,8
48182,10321,175,2
48183,13420,963,3
48184,26975,414,14
48185,12492,651,15
48186,16447,471,12
48187,23091,1026,11
48188,23401,569,4
48189,26881,33,16
48190,18970,998,13
48191,8099,99,17
48192,23123,229,14
48193,4884,560,7
48194,448,573,13
48195,11679,910,1
48196,22577,372,3
48197,26296,855,7
48198,16509,665,8
48199,27491,871,16
48200,21838,806,3
48201,3633,237,5
48202,8107,714,1
48203,24511,676,3
48204,13078,440,14
48205,15223,311,6
48206,22115,897,11
48207,3770,16,14
48208,10048,966,8
48209,22290,271,13
48210,869,200,11
48211,4429,256,12
48212,21881,145,4
48213,26450,316,15
48214,4749,349,2
48215,8929,956,4
48216,17486,274,9
48217,3808,701,16
48218,12673,813,8
48219,12047,730,5
48220,18087,179,10
48221,24661,58,17
48222,8961,757,17
48223,7478,197,8
48224,23245,186,4
48225,16128,415,8
48226,20895,160,15
48227,12026,137,4
48228,869,275,11
48229,20116,932,4
48230,25395,170,9
48231,13497,845,1
48232,27187,534,16
48233,13734,605,8
48234,2814,1027,13
48235,24483,726,11
48236,760,797,15
48237,17264,351,9
48238,11174,107,16
48239,2337,987,7
48240,14709,244,13
48241,22905,842,16
48242,23138,12,11
48243,4402,248,2
48244,4884,375,9
48245,297,332,15
48246,13771,715,7
48247,17743,489,14
48248,11418,977,5
48249,6303,264,10
48250,26258,935,5
48251,21081,529,1
48252,14114,862,2
48253,25583,551,9
48254,18627,642,8
48255,6273,692,15
48256,5728,202,4
48257,24452,31,14
48258,23632,516,14
48259,25980,24,6
48260,4048,597,1
48261,6032,488,14
48262,16815,97,9
48263,3690,391,3
48264,2616,457,13
48265,13643,473,12
48266,4940,450,3
48267,16620,661,2
48268,21885,167,4
48269,18385,149,10
48270,20080,48,15
48271,26596,912,2
48272,22324,652,9
48273,11772,125,3
48274,11822,1011,1
48275,27397,185,10
48276,2775,800,11
48277,25740,821,4
48278,26418,418,4
48279,16199,799,15
48280,7163,729,16
48281,8375,673,11
48282,20921,381,6
48283,18949,771,11
48284,9459,657,9
48285,1561,777,13
48286,4925,981,17
48287,5238,283,13
48288,2847,693,4
48289,917,627,9
48290,24625,894,9
48291,2828,123,8
48292,5994,716,4
48293,10877,17,11
48294,12248,690,8
48295,18452,686,13
48296,12387,980,17
48297,11451,1014,16
48298,19525,305,14
48299,8297,756,2
48300,21894,647,11
48301,10624,151,17
48302,20751,361,5
48303,5921,126,3
48304,10399,870,11
48305,17983,909,3
48306,11384,178,6
48307,25476,128,2
48308,18064,750,14
48309,22114,634,6
48310,19596,849,7
48311,6480,115,5
48312,10124,39,5
48313,19247,1028,16
48314,23580,427,10
48315,10537,796,13
48316,12669,555,6
48317,14788,252,11
48318,2864,472,8
48319,3715,435,16
48320,3734,547,16
48321,16085,419,1
48322,7940,727,17
48323,11748,741,12
48324,13742,161,3
48325,2756,925,16
48326,26893,695,5
48327,17959,454,7
48328,2692,88,17
48329,10857,683,8
48330,3274,965,13
48331,27879,975,14
48332,4576,29,10
48333,13756,117,9
48334,12984,817,3
48335,24254,822,14
48336,20308,470,6
48337,20618,124,11
48338,12973,549,2
48339,9187,157,16
48340,16773,919,4
48341,19564,557,11
48342,2338,396,8
48343,24775,100,3
48344,14208,526,10
48345,9627,931,3
48346,4827,122,1
48347,27014,390,12
48348,17904,618,3
48349,15490,502,11
48350,27442,394,14
48351,12221,890,14
48352,11920,132,9
48353,17220,119,16
48354,27033,923,10
48355,16778,596,10
48356,5044,497,8
48357,16033,189,6
48358,21407,397,11
48359,15263,891,4
48360,21026,754,7
48361,16216,1003,11
48362,13146,207,9
48363,8016,308,13
48364,1266,370,3
48365,14047,409,9
48366,12930,380,12
48367,12379,359,8
48368,27283,262,16
48369,5310,650,17
48370,3332,1010,3
48371,13939,681,9
48372,21467,864,4
48373,11726,664,2
48374,26621,740,11
48375,21637,781,6
48376,2245,158,10
48377,14716,579,15
48378,27510,287,3
48379,16677,426,13
48380,13720,331,5
48381,23754,215,8
48382,4128,120,6
48383,8408,411,9
48384,6585,707,6
48385,16328,962,2
48386,17572,769,8
48387,14466,972,5
48388,21535,168,2
48389,2709,586,11
48390,27770,150,12
48391,23576,403,11
48392,6080,57,9
48393,22822,448,2
48394,25587,270,15
48395,21897,456,2
48396,13071,742,11
48397,24519,191,10
48398,4537,666,4
48399,15383,644,2
48400,15414,116,9
48401,19576,182,11
48402,14824,582,10
48403,4237,807,1
48404,26855,787,10
48405,21668,536,7
48406,27472,738,4
48407,19145,933,3
48408,10011,317,4
48409,26058,880,13
48410,3358,768,12
48411,24948,1002,6
48412,12201,861,4
48413,21230,387,11
48414,27448,723,3
48415,6183,87,9
48416,16245,662,14
48417,282,979,1
48418,3664,493,2
48419,14465,575,2
48420,9867,86,7
48421,8335,49,11
48422,23354,96,8
48423,4057,221,11
48424,1947,25,3
48425,24881,970,4
48426,2220,2,17
48427,22768,93,5
48428,19570,111,1
48429,17415,369,13
48430,14108,922,5
48431,15643,302,12
48432,6633,114,2
48433,23371,194,9
48434,22820,152,8
48435,6446,606,15
48436,14614,461,12
48437,6034,737,2
48438,1171,236,13
48439,27208,828,9
48440,3136,129,12
48441,17635,241,5
48442,2342,445,11
48443,11959,704,8
48444,5010,212,12
48445,16092,507,11
48446,24562,313,5
48447,7387,340,9
48448,7978,208,8
48449,17454,171,9
48450,10824,165,1
48451,23602,999,14
48452,6242,655,11
48453,7682,816,11
48454,19051,360,10
48455,7134,146,13
48456,17379,731,14
48457,1340,54,2
48458,27724,859,13
48459,22425,491,7
48460,24098,881,8
48461,20313,927,8
48462,8495,592,17
48463,6526,926,8
48464,19014,223,12
48465,3508,986,17
48466,23560,802,5
48467,1935,636,12
48468,5400,997,17
48469,17452,902,16
48470,23571,721,11
48471,19554,64,6
48472,10945,600,10
48473,2836,23,3
48474,3517,883,15
48475,7898,713,15
48476,2753,353,13
48477,7871,858,3
48478,10464,225,6
48479,9522,515,9
48480,15037,964,3
48481,8619,163,15
48482,13089,1017,12
48483,9724,135,10
48484,257,247,1
48485,9039,130,5
48486,1417,578,5
48487,5639,298,17
48488,18358,635,16
48489,5038,826,10
48490,15733,620,2
48491,4909,920,7
48492,10041,696,15
48493,800,410,5
48494,14073,234,13
48495,467,506,16
48496,25626,181,3
48497,421,938,11
48498,19219,875,13
48499,21014,219,1
48500,22745,618,2
48501,1312,919,16
48502,10030,840,15
48503,22203,85,8
48504,17460,887,12
48505,11482,78,11
48506,26044,834,4
48507,6977,148,6
48508,7223,191,6
48509,12501,477,11
48510,1678,396,11
48511,18275,448,14
48512,459,1029,6
48513,9938,623,13
48514,736,661,7
48515,25442,372,2
48516,1725,185,13
48517,14841,349,16
48518,3752,392,13
48519,25897,961,4
48520,17569,342,13
48521,8491,586,3
48522,22524,824,17
48523,1084,526,1
48524,1220,917,1
48525,4996,378,3
48526,13029,536,5
48527,22150,801,16
48528,17137,968,1
48529,18634,179,16
48530,15198,160,14
48531,27949,938,17
48532,4333,719,13
48533,7905,469,12
48534,2082,413,12
48535,14832,237,13
48536,17348,576,10
48537,11524,89,8
48538,17907,706,3
48539,19287,1008,12
48540,4780,915,13
48541,10738,311,6
48542,15529,251,2
48543,17211,402,8
48544,187,13,14
48545,13543,502,9
48546,22991,280,4
48547,22604,786,4
48548,5035,49,2
48549,21700,329,16
48550,24241,225,9
48551,1881,694,1
48552,20666,182,16
48553,24842,161,8
48554,26172,589,13
48555,8304,229,5
48556,3185,405,15
48557,25277,825,17
48558,20551,715,4
48559,25903,664,17
48560,23545,974,7
48561,1744,521,2
48562,13357,17,14
48563,17834,636,8
48564,14464,773,6
48565,17957,94,6
48566,25567,795,16
48567,1154,937,6
48568,724,952,10
48569,4043,315,15
48570,24086,833,14
48571,10323,243,15
48572,23612,884,6
48573,9999,467,17
48574,23781,920,12
48575,11317,288,11
48576,4766,698,16
48577,25233,195,11
48578,13225,485,5
48579,19304,310,4
48580,13174,157,10
48581,9557,583,2
48582,6343,309,8
48583,22933,827,17
48584,4522,924,5
48585,8110,186,12
48586,3997,307,13
48587,4401,246,5
48588,10225,266,16
48589,16972,710,11
48590,23058,828,7
48591,12362,247,15
48592,6793,488,1
48593,8127,646,13
48594,12243,653,5
48595,11500,235,13
48596,26660,682,11
48597,19463,360,4
48598,22140,637,8
48599,16744,276,10
48600,1410,908,15
48601,5959,393,15
48602,19161,747,13
48603,3335,684,4
48604,22569,1026,10
48605,4252,385,13
48606,2298,793,2
48607,6430,704,7
48608,18306,605,12
48609,10380,579,1
48610,16234,113,13
48611,15668,724,2
48612,15925,178,11
48613,1161,430,2
48614,21256,284,17
48615,1748,718,3
48616,16190,540,8
48617,16574,711,7
48618,10516,174,13
48619,3380,60,4
48620,27491,784,12
48621,14092,107,1
48622,13161,896,10
48623,24585,546,6
48624,12260,464,5
48625,8578,509,4
48626,17086,543,6
48627,15810,331,12
48628,19843,851,15
48629,19158,460,14
48630,9259,647,12
48631,4586,948,13
48632,18093,165,17
48633,19352,120,1
48634,22896,767,3
48635,38,651,12
48636,27661,841,16
48637,16725,842,16
48638,3589,796,7
48639,26807,789,4
48640,10823,30,5
48641,9761,336,5
48642,14439,688,11
48643,10909,748,7
48644,25925,575,17
48645,15228,489,16
48646,27658,264,17
48647,27542,670,1
48648,11488,547,8
48649,2255,371,16
48650,8899,638,7
48651,21986,686,15
48652,21654,306,7
48653,14758,990,4
48654,8843,520,6
48655,21464,744,17
48656,26353,74,15
48657,805,791,8
48658,9123,293,15
48659,9102,850,11
48660,26599,301,3
48661,21301,297,7
48662,4182,804,15
48663,12238,53,9
48664,7360,735,14
48665,17149,963,11
48666,21121,493,11
48667,14583,677,17
48668,23695,70,5
48669,24345,115,7
48670,715,893,3
48671,10156,73,2
48672,4914,936,3
48673,14304,672,9
48674,25978,190,11
48675,27909,572,15
48676,17080,551,13
48677,6066,289,4
48678,17811,652,8
48679,2526,905,9
48680,15731,69,9
48681,5273,683,10
48682,25119,269,17
48683,9208,217,17
48684,19419,732,10
48685,13160,445,11
48686,20919,864,11
48687,13335,145,5
48688,12251,450,7
48689,22990,192,9
48690,22107,1022,10
48691,19714,803,2
48692,22199,322,17
48693,11898,169,12
48694,3449,858,9
48695,9376,83,6
48696,21017,152,9
48697,5267,739,12
48698,5150,29,1
48699,24391,214,4
48700,12843,496,16
48701,12781,383,8
48702,10948,705,17
48703,24371,228,3
48704,14500,584,16
48705,9173,88,4
48706,18383,733,17
48707,21226,769,12
48708,5735,534,11
48709,15794,870,3
48710,13842,988,6
48711,1708,829,10
48712,26189,755,11
48713,8637,883,14
48714,9499,810,8
48715,20916,523,4
48716,5166,927,8
48717,15291,31,8
48718,20360,993,17
48719,8380,219,11
48720,10823,339,10
48721,15560,798,10
48722,17265,929,17
48723,13526,427,7
48724,25276,181,14
48725,18915,541,7
48726,8324,532,15
48727,13677,220,10
48728,2643,403,17
48729,27786,894,14
48730,26190,242,17
48731,5817,491,14
48732,21852,1021,17
48733,11450,992,13
48734,12381,231,7
48735,6355,487,9
48736,65,142,9
48737,5563,189,5
48738,16623,565,4
48739,22785,404,15
48740,281,775,5
48741,24974,676,17
48742,482,762,10
48743,5186,223,9
48744,26220,972,5
48745,10612,687,4
48746,22322,823,12
48747,14123,283,8
48748,20693,281,5
48749,2622,641,12
48750,4533,232,2
48751,2809,117,6
48752,23229,742,3
48753,9028,665,3
48754,5199,221,8
48755,26309,357,13
48756,24013,5,17
48757,14359,9,9
48758,10832,1007,15
48759,2244,603,12
48760,1459,1011,5
48761,12298,147,4
48762,25300,452,9
48763,3436,436,6
48764,16511,1009,2
48765,26346,768,13
48766,11923,455,17
48767,20678,426,4
48768,5674,913,2
48769,3211,271,7
48770,3345,573,2
48771,2087,901,13
48772,12612,23,3
48773,19408,433,6
48774,14609,751,15
48775,10898,695,9
48776,13587,885,9
48777,12301,366,14
48778,26603,931,6
48779,6723,557,5
48780,12076,472,5
48781,2744,423,9
48782,9015,995,7
48783,15699,290,8
48784,1214,640,15
48785,1181,788,8
